# ペット成長
GAME_SMSG_PET_GROW0,"ペットの HP が %d 増えました"
GAME_SMSG_PET_GROW1,"(未対応)ペットの SP が %d 増えました"
GAME_SMSG_PET_GROW2,"(未対応)ペットの MP が %d 増えました"
GAME_SMSG_PET_GROW3,"(未対応)ペットの 移動力 が %d 増えました"
GAME_SMSG_PET_GROW4,"ペットの 攻撃力(叩き) が %d 増えました"
GAME_SMSG_PET_GROW5,"ペットの 攻撃力(斬り) が %d 増えました"
GAME_SMSG_PET_GROW6,"ペットの 攻撃力(突き) が %d 増えました"
GAME_SMSG_PET_GROW7,"ペットの 魔法攻撃力 が %d 増えました"
GAME_SMSG_PET_GROW8,"ペットの 防御力 が %d 増えました"
GAME_SMSG_PET_GROW9,"ペットの 魔法防御力 が %d 増えました"
GAME_SMSG_PET_GROW10,"ペットの 近距離命中力 が %d 増えました"
GAME_SMSG_PET_GROW11,"ペットの 遠距離命中力 が %d 増えました"
GAME_SMSG_PET_GROW12,"ペットの 魔法命中力 が %d 増えました"
GAME_SMSG_PET_GROW13,"ペットの 近距離回避 が %d 増えました"
GAME_SMSG_PET_GROW14,"ペットの 遠距離回避 が %d 増えました"
GAME_SMSG_PET_GROW15,"ペットの 魔法抵抗値 が %d 増えました"
GAME_SMSG_PET_GROW16,"ペットの クリティカル値 が %d 増えました"
GAME_SMSG_PET_GROW17,"ペットの クリティカル回避 が %d 増えました"
GAME_SMSG_PET_GROW18,"ペットの 回復力 が %d 増えました"
GAME_SMSG_PET_GROW19,"ペットの 魔法回復力 が %d 増えました"
GAME_SMSG_PET_GROW20,"ペットの スタミナ回復力 が %d 増えました"
GAME_SMSG_PET_GROW21,"ペットの 攻撃速度 が %d 増えました"
GAME_SMSG_PET_GROW22,"ペットの 詠唱速度 が %d 増えました"
GAME_SMSG_PET_GROW23,"(未対応)ペットの 無属性値 が %d 増えました"
GAME_SMSG_PET_GROW24,"(未対応)ペットの 火属性値 が %d 増えました"
GAME_SMSG_PET_GROW25,"(未対応)ペットの 水属性値 が %d 増えました"
GAME_SMSG_PET_GROW26,"(未対応)ペットの 風属性値 が %d 増えました"
GAME_SMSG_PET_GROW27,"(未対応)ペットの 地属性値 が %d 増えました"
GAME_SMSG_PET_GROW28,"(未対応)ペットの 光属性値 が %d 増えました"
GAME_SMSG_PET_GROW29,"(未対応)ペットの 闇属性値 が %d 増えました"
GAME_SMSG_PET_GROW30,"(未対応)ペットの 毒耐性値 が %d 増えました"
GAME_SMSG_PET_GROW31,"(未対応)ペットの 石化耐性値 が %d 増えました"
GAME_SMSG_PET_GROW32,"(未対応)ペットの 麻痺耐性値 が %d 増えました"
GAME_SMSG_PET_GROW33,"(未対応)ペットの 睡眠耐性値 が %d 増えました"
GAME_SMSG_PET_GROW34,"(未対応)ペットの 沈黙耐性値 が %d 増えました"
GAME_SMSG_PET_GROW35,"(未対応)ペットの 鈍足耐性値 が %d 増えました"
GAME_SMSG_PET_GROW36,"(未対応)ペットの 混乱耐性値 が %d 増えました"
GAME_SMSG_PET_GROW37,"(未対応)ペットの 凍結耐性値 が %d 増えました"
GAME_SMSG_PET_GROW38,"(未対応)ペットの 気絶耐性値 が %d 増えました"
