# システムメッセージ(ゴーレム)
GAME_SMSG_GOLEM_ORDERERR1,"なんらかの原因で失敗しました"
GAME_SMSG_GOLEM_ORDERERR2,"指定アイテムをもっていません"
GAME_SMSG_GOLEM_ORDERERR3,"ゴーレムの命令が間違っています"
GAME_SMSG_GOLEM_ORDERERR4,"倉庫が一杯です"
GAME_SMSG_GOLEM_ORDERERR5,"売れるアイテムがありません"
GAME_SMSG_GOLEM_ORDERERR6,"買い取れるアイテムがありません。"
GAME_SMSG_GOLEM_ORDERERR7,"お試しプレイ期間中は露店を出すことができません"
GAME_SMSG_GOLEM_ORDERERR12,"改めて『命令チケット』をご利用ください"
GAME_SMSG_GOLEM_ORDERERR13,"ゴーレムの機能を停止いたします"
GAME_SMSG_GOLEM_ORDERERR12_13_HEAD,"『命令チケット』の有効期間が過ぎています"
GAME_SMSG_GOLEM_SETSHOPERR0,"ゴーレムの設定を店番にしました"
GAME_SMSG_GOLEM_SETSHOPERR1,"ゴーレムの設定に失敗しました"
GAME_SMSG_GOLEM_SETSHOPERR2,"ゴーレムがいません"
GAME_SMSG_GOLEM_SETSHOPERR3,"ゴーレムの店番設定にて無いアイテムを設定しようとしました"
GAME_SMSG_GOLEM_SETSHOPERR4,"ゴーレムの店番設定にて個数の設定に失敗しました"
GAME_SMSG_GOLEM_SETSHOPERR5,"ゴーレムの店番設定にて値段の設定に失敗しました"
GAME_SMSG_GOLEM_SHOPDEALERR1,"なんらかの原因で失敗しました"
GAME_SMSG_GOLEM_SHOPDEALERR2,"ゴーレムに出品されている商品が無くなりました"
GAME_SMSG_GOLEM_SHOPDEALERR3,"自分のゴーレムからは買えません"
GAME_SMSG_GOLEM_SHOPDEALERR4,"指定アイテムがありませんでした"
GAME_SMSG_GOLEM_SHOPDEALERR5,"指定アイテムが足りません"
GAME_SMSG_GOLEM_SHOPDEALERR6,"販売数量の変化が起こった為キャンセルされました"
GAME_SMSG_GOLEM_SHOPDEALERR7,"所持金が足りません"
GAME_SMSG_GOLEM_SHOPDEALERR8,"これ以上アイテムを所持することはできません"
GAME_SMSG_GOLEM_SHOPDEALERR9,"ゴーレムの所持金が上限に達したためキャンセルされました"
GAME_SMSG_GOLEM_ACCESSERR1,"何らかの原因でゴーレムにアクセスできません"
GAME_SMSG_GOLEM_ACCESSERR2,"徘徊しているゴーレムです"
GAME_SMSG_GOLEM_ACCESSERR3,"商品がないのでゴーレムショップは開けません"
GAME_SMSG_GOLEM_ACCESSERR4,"イベント中はゴーレムショップは開けません"
GAME_SMSG_GOLEM_ACCESSERR5,"トレード中はゴーレムショップは開けません"
GAME_SMSG_GOLEM_ACCESSERR6,"憑依中はゴーレムショップは開けません"
GAME_SMSG_GOLEM_ACCESSERR7,"行動不能時はゴーレムショップは開けません"
GAME_SMSG_GOLEM_ACCESSERR8,"ゴーレムショップを開ける状態ではありません"
GAME_SMSG_GOLEM_ACCESSERR9,"他の種類のゴーレムにアクセス中です"
GAME_SMSG_GOLEM_ACCESSERR10,"お試しプレイ期間中は買取ゴーレムに対して売ることができません"
GAME_SMSG_GOLEM_SELLNOT,"今回は何も売れませんでした"
GAME_SMSG_GOLEM_SELLMONEY,"今回の売り上げは %lldG です"
GAME_SMSG_GOLEM_SELLINFO,"%sが%d個売れました"
GAME_SMSG_GOLEM_SETHOCK,"ゴーレムの設定を買取にしました"
GAME_SMSG_GOLEM_SETCOLLECT,"ゴーレムの設定を採集にしました"
