# ゲーム全般
GAME_SCRSHOT_OK,"を作成しました"
GAME_CAPACITY_OVER,"容量オーバー"
GAME_PAYLOAD_OVER,"重量オーバー"
GAME_SIT,"座る"
GAME_SIGN_COMMENT,"看板コメント"
GAME_POSSESS_COMMENT,"憑依コメント"
GAME_NO_EQUIP_ITEM,"装備アイテムではありません"
GAME_HAVE_NOT_EQUIP_COND,"装備条件が整っていません"
GAME_HAVE_NOT_SETTING_COND,"設定条件が整っていません"
GAME_HAVE_NOT_COND,"条件が整っていません"
GAME_POSSESS_ITEM,"憑依アイテム"
GAME_INDEPENDENT,"無所属"
GAME_NORMAL,"通常"
GAME_POSSESS,"憑依中"
GAME_CHR_ROT,"キャラクター回転"
GAME_COMMENT_INPUT_COLUMN,"コメント記入欄"
GAME_WEIGHT,"重量"
GAME_CAPACITY,"容量"
GAME_NAME_TOO_LONG,"名前が長すぎます。"
GAME_CONTENT_TOO_LONG,"内容が長すぎます。"
GAME_CONFIRM,"確認"
GAME_GET_MONEY,"%lldGold入手しました"
GAME_LOSE_MONEY,"%lldGold失いました"
GAME_MADE_SCRNSHOT,"を作成しました"
GAME_HOW_MANY_MOVE,"　いくつ移動しますか？"
GAME_HOW_MANY_MOVE_CHIP,"　いくつ重ねますか？"
GAME_CANT_MOVE_POSSESS_ITEM,"憑依アイテムは移動できません"
GAME_STATECHG_BAD,"状態になりました"
GAME_STATECHG_GOOD,"状態が解除されました"
GAME_CANT_OPEN_CHRINFO,"これ以上キャラ情報ウィンドウは開けません"
GAME_CANT_REPEAT_SAME_STR,"同じ発言は何度も繰り返せません"
GAME_REMAIN_TIME,"残り時間"
GAME_HOW_MANY_INCREMENT,"　いくつ増やしますか？"
GAME_CHAT_PET_NG_WORD,"パートナーのセリフに不適切な文が含まれています"

GAME_LIMIT_DAY,"有効期限 %04d年%02d月%02d日%02d:%02d"

# EP消費ウィンドウ関係
GAME_MOVEITEM_EP_0,"所持EP"
GAME_MOVEITEM_EP_1,"消費EP"


GAME_DESKTOP_TIP_0,"ゲームを終了します"
GAME_DESKTOP_TIP_1,"ゲーム画面を最小化します"
GAME_DESKTOP_TIP_2,"ゲームのさまざまな環境を設定します"
GAME_DESKTOP_TIP_3,"ヘルプを表示します"
GAME_DESKTOP_TIP_4,"ドラッグすることでゲーム画面を移動できます"

GAME_MAIN_TIP_0,"キャラクターステータスを表示します"
GAME_MAIN_TIP_1,"アイテムウィンドウを表示します"
GAME_MAIN_TIP_2,"装備ウィンドウを表示します"
GAME_MAIN_TIP_3,"スキルウィンドウを表示します"
GAME_MAIN_TIP_4,"フレンドリストを表示します"
GAME_MAIN_TIP_5,"メールウィンドウを表示します"
GAME_MAIN_TIP_6,"クエストウィンドウを表示します"
GAME_MAIN_TIP_7,"ミニマップウィンドウを表示します"
GAME_MAIN_TIP_8,"マクロウィンドウを表示します"
GAME_MAIN_TIP_9,"移動するアイテムの数を決定します"
GAME_MAIN_TIP_10,"移動するアイテムの数を決定します"
GAME_MAIN_TIP_11,"振り分け後のパラメータ値を試算します"
GAME_MAIN_TIP_12,"オープンチャット"
GAME_MAIN_TIP_13,"パーティーチャット"
GAME_MAIN_TIP_14,"リングチャット"
GAME_MAIN_TIP_15,"ウィスパーチャット"
GAME_MAIN_TIP_16,"チャットルーム"
GAME_MAIN_TIP_17,"ミニゲームチャットルーム"

GAME_MAIN_TIP_18,"消費するＥＰ数を増加させます"
GAME_MAIN_TIP_19,"消費するＥＰ数を減少させます"

GAME_MAIN_TIP_20,"属性値ウィンドウを表示します"
GAME_MAIN_TIP_21,"イベントウィンドウを表示します"
GAME_MAIN_TIP_22,"メニューウィンドウを表示します"

GAME_MAIN_TIP_23,"エモーションウィンドウを表示します"
GAME_MAIN_TIP_24,"職業チャット"
GAME_MAIN_TIP_25,"状態異常リストを表示します"
GAME_MAIN_TIP_26,"マクロ内容を切り替えます"
GAME_MAIN_TIP_27,"マクロ内容を切り替えます"

GAME_MAIN_TIP_28,"プロテクトルームチャット"

GAME_DESKTOP_LAMP_0,"ログインサーバー接続ランプ"
GAME_DESKTOP_LAMP_1,"ログインサーバーログインランプ"
GAME_DESKTOP_LAMP_2,"メッセージサーバー接続ランプ"
GAME_DESKTOP_LAMP_3,"メッセージサーバーログインランプ"
GAME_DESKTOP_LAMP_4,"ゲームサーバー接続ランプ"
GAME_DESKTOP_LAMP_5,"ゲームサーバーログインランプ"
GAME_DESKTOP_SSMODE_BTN,"スクリーンショットモードボタン"

GAME_WINDOW_TIP_SIZECHANGE,"ウィンドウサイズを変更する"

GAME_TAB_TIP_PART_BODY,"キャラクター本体のアイテム収納枠です"
GAME_TAB_TIP_PART_RIGHT,"キャラクター右手のアイテム収納枠です$rカバン類を装備する必要があります"
GAME_TAB_TIP_PART_LEFT,"キャラクター左手のアイテム収納枠です$rカバン類を装備する必要があります"
GAME_TAB_TIP_PART_BACK,"キャラクター背中のアイテム収納枠です$rリュック類を装備する必要があります"

GAME_RETURN_SAVE_POINT,"セーブポイントに戻りますか？"

GAME_FONT_RESERVE_STR,"?+-*/:;_!%&'()=\[]<>0123456789abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ"

GAME_LOADING_BG_NUM,"4"

GAME_DESKTOP_CHARA_LV,":LV %d"

GAME_CHR_ECOIN,"ecoin"
