# スロット拡張ウィンドウ
GAME_IRIS_CARD_EXTENSION_TITLE, "拡張するアイテム"
GAME_IRIS_CARD_EXTENSION_TITLE2,"スロット拡張"

GAME_IRIS_CARD_EXTENSION_CALL_0,"上記アイテムを消費し、スロット拡張を行います。$r成功、失敗に関わらず、材料となるアイテムは消滅します。"
GAME_IRIS_CARD_EXTENSION_CALL_1,"   上記のアイテムを消費して、スロット拡張を行うわ。$r　あと、成功、失敗に関わらず、材料となるアイテムは無くなるからね！$r　まぁ、大丈夫なんじゃない？"
GAME_IRIS_CARD_EXTENSION_CALL_2,"   上記のアイテムを消費して、スロット拡張を行うわ。$r　あと、成功、失敗に関わらず、材料となるアイテムは無くなるからね！$r　たぶん平気だけど……" 
GAME_IRIS_CARD_EXTENSION_CALL_3,"   上記のアイテムを消費して、スロット拡張を行うわ。$r　あと、成功、失敗に関わらず、材料となるアイテムは無くなるからね！$r　確率半分あるかどうか……"
GAME_IRIS_CARD_EXTENSION_CALL_4,"   上記のアイテムを消費して、スロット拡張を行うわ。$r　あと、成功、失敗に関わらず、材料となるアイテムは無くなるからね！$r　あまり分が良くない賭けよ？"
GAME_IRIS_CARD_EXTENSION_CALL_5,"   上記のアイテムを消費して、スロット拡張を行うわ。$r　あと、成功、失敗に関わらず、材料となるアイテムは無くなるからね！$r　一か八かだけど、いい？"

GAME_IRIS_CARD_EXTENSION_MATERIAL,"材料"
GAME_IRIS_CARD_EXTENSION_AFTER,"拡張後"
GAME_IRIS_CARD_EXTENSION_BP,"取得バックパッカーボーナス経験値"
GAME_IRIS_CARD_EXTENSION_BP_EXP,"取得EXP/JOBEXP"
GAME_IRIS_CARD_EXTENSION_BP_WARNING,"※ＢＰボーナス適正Lv範囲外です$r　（取得経験値が変動します）"
GAME_IRIS_CARD_EXTENSION_WARNING,"上記アイテムを使用し、拡張を行います。成功失敗に関わらず、素材となるアイテムは消滅します。"
GAME_IRIS_CARD_EXTENSION_WARNING2,"%dGOLDで拡張を行います。成功失敗に関わらず、素材となるアイテムは消滅します。"
GAME_IRIS_CARD_EXTENSION_WARNING_CANCEL,"※選択中のアイテムをダブルクリックすると選択がキャンセルされます。"
GAME_IRIS_CARD_EXTENSION_MSBGBOX, "%s を使用し、拡張を行います"
GAME_IRIS_CARD_EXTENSION_MSBGBOX2,"%s を %d個使用し、拡張を行います"
GAME_IRIS_CARD_EXTENSION_EFFECT_UP,"エフェクト変化"
GAME_IRIS_CARD_EXTENSION_PFITEMWND,"拡張失敗防止アイテム選択ウィンドウ"
GAME_IRIS_CARD_EXTENSION_SSITEMWND,"成功率上昇アイテム選択ウィンドウ"
GAME_IRIS_CARD_EXTENSION_NOTUSEPFITEM,"使用しない"
GAME_IRIS_CARD_EXTENSION_MSGBOX_USEPFITEM,"%s を使用し、拡張を行います"
GAME_IRIS_CARD_EXTENSION_MSGBOX_NOTUSEPFITEM,"使用しないでよろしいですか？"
